,nome,ratio,gênero_real,gênero_predito
32584,gilmara,0.9938994631527576,0,1
26574,eroina,1.0,0,1
54817,ludielen,1.0,0,1
52512,leyde,1.0,0,1
99079,jhenif,1.0,0,1
83011,watfa,1.0,0,1
76803,tamina,1.0,0,1
55398,luzileide,1.0,0,1
9914,bluna,1.0,0,1
26035,ericlene,1.0,0,1
62840,neuciene,1.0,0,1
65935,osita,1.0,0,1
73838,servina,1.0,0,1
63687,nilzonete,1.0,0,1
100551,jonilva,1.0,0,1
29978,franscineide,1.0,0,1
40447,jacelia,1.0,0,1
47382,juraildes,0.5183673469387755,0,1
32040,gezieli,1.0,0,1
41333,janaina,0.996779410997434,0,1
53917,lorelay,1.0,0,1
73453,seane,1.0,0,1
14850,criviane,1.0,0,1
91408,kana,0.6578947368421053,0,1
58224,maryna,1.0,0,1
91842,kethany,1.0,0,1
24971,elzelita,1.0,0,1
8744,aurinice,1.0,0,1
47494,juscelina,1.0,0,1
25713,eodete,1.0,0,1
54479,luciela,1.0,0,1
30540,geirla,1.0,0,1
8202,atamires,1.0,0,1
76410,tadiana,1.0,0,1
4063,alfa,0.9652448657187994,0,1
54712,lucione,0.6943620178041543,0,1
73337,saulina,1.0,0,1
49538,ketma,1.0,0,1
37658,ildair,0.6159420289855072,0,1
4980,alzeny,1.0,0,1
100170,valira,1.0,0,1
20059,dorany,1.0,0,1
65691,ormandina,1.0,0,1
30182,galiana,1.0,0,1
74932,sindiele,1.0,0,1
15019,dafile,1.0,0,1
95215,mirriam,1.0,0,1
44746,joiciele,1.0,0,1
37490,iete,1.0,0,1
86426,joauina,1.0,0,1
53812,loiene,1.0,0,1
29485,francielida,1.0,0,1
52099,leoneia,1.0,0,1
43423,jhenny,1.0,0,1
93007,jileusa,1.0,0,1
68681,regimare,1.0,0,1
64513,odaisa,1.0,0,1
74513,sildina,1.0,0,1
87201,evenim,1.0,0,1
49475,kethllyn,1.0,0,1
99906,eleina,1.0,0,1
74629,silonia,1.0,0,1
54839,ludimira,1.0,0,1
77327,teciane,1.0,0,1
92203,samele,1.0,0,1
36267,hildes,0.6206896551724138,0,1
31352,gercia,1.0,0,1
73171,sanmara,1.0,0,1
42433,jedalia,1.0,0,1
37210,idelsuita,1.0,0,1
55668,macira,1.0,0,1
73093,sandreza,1.0,0,1
40281,izara,1.0,0,1
54865,ludmira,1.0,0,1
9158,azilda,1.0,0,1
31425,gerdulina,1.0,0,1
3018,alceli,0.7277486910994765,0,1
97735,marclenia,1.0,0,1
62620,nenira,1.0,0,1
10728,carmenia,1.0,0,1
81511,verinalva,1.0,0,1
48507,katielen,1.0,0,1
42988,jerolina,1.0,0,1
75824,sueliene,1.0,0,1
79926,valdileia,1.0,0,1
11226,celiana,1.0,0,1
74639,siluane,1.0,0,1
76267,suzinete,1.0,0,1
60008,mirieli,1.0,0,1
86838,ursilina,1.0,0,1
49794,kicia,1.0,0,1
69121,renilze,1.0,0,1
2454,ailse,1.0,0,1
76782,tamie,1.0,0,1
48987,kelissa,1.0,0,1
33096,gislenia,1.0,0,1
8621,aurenilda,1.0,0,1
82519,wali,0.6473684210526316,0,1
54300,luanni,1.0,0,1
54424,lucicarla,1.0,0,1
18792,dilciene,1.0,0,1
48333,karolyne,1.0,0,1
76529,taily,1.0,0,1
32687,gilsineide,1.0,0,1
628,adaura,1.0,0,1
61318,nalza,1.0,0,1
33954,glorimar,0.8166666666666667,0,1
29539,francilara,1.0,0,1
23546,elicea,1.0,0,1
87257,franclene,1.0,0,1
16240,dayane,0.996261731799141,0,1
4308,alissiane,1.0,0,1
89793,dalciana,1.0,0,1
33462,glaucinete,1.0,0,1
453,adala,1.0,0,1
9655,bernadeth,1.0,0,1
67471,radja,1.0,0,1
49490,ketiane,1.0,0,1
73753,sephora,1.0,0,1
45486,josecilia,1.0,0,1
70259,rociclea,1.0,0,1
83687,wesleyana,1.0,0,1
73471,sebila,1.0,0,1
51328,leanis,1.0,0,1
33817,glese,1.0,0,1
32382,gildazia,1.0,0,1
9446,benda,1.0,0,1
52329,lessy,1.0,0,1
54066,lorrayna,1.0,0,1
85622,zilpa,1.0,0,1
4871,alverinda,1.0,0,1
55526,lysette,1.0,0,1
88416,mia,1.0,0,1
45429,josara,1.0,0,1
30125,gabriane,1.0,0,1
69736,rinaura,1.0,0,1
7659,arliane,1.0,0,1
91931,altemizia,1.0,0,1
30630,geizane,1.0,0,1
31784,gesileia,1.0,0,1
7965,aryadnne,1.0,0,1
74364,sidleia,1.0,0,1
50033,kleise,1.0,0,1
33065,gislana,1.0,0,1
61868,naucilene,1.0,0,1
11666,cheila,0.9972925508561392,0,1
61315,naly,1.0,0,1
31159,geogiana,1.0,0,1
40717,jadiara,1.0,0,1
49442,ketheleen,1.0,0,1
97584,celha,1.0,0,1
18187,deysiane,1.0,0,1
95918,saadila,1.0,0,1
65883,oseni,0.8917431192660551,0,1
27647,eurislene,1.0,0,1
61921,nay,1.0,0,1
75245,soany,1.0,0,1
30863,geneceuda,1.0,0,1
38619,iranelde,1.0,0,1
27110,eterna,1.0,0,1
17570,deria,1.0,0,1
64883,ogna,1.0,0,1
68034,ranah,1.0,0,1
40123,ivonne,1.0,0,1
5385,anacarolina,1.0,0,1
49402,kessya,1.0,0,1
9312,beibiane,1.0,0,1
57806,marleude,1.0,0,1
35391,helizabete,1.0,0,1
53331,liocadia,1.0,0,1
25629,enizia,1.0,0,1
76286,syang,1.0,0,1
1396,adilza,1.0,0,1
100605,lhorana,1.0,0,1
60786,nacirema,1.0,0,1
87294,helenicia,1.0,0,1
83134,weima,0.5434782608695652,0,1
1098,adenyr,1.0,0,1
14898,custodia,0.9919035963095464,0,1
5387,anaceli,1.0,0,1
17283,denilda,1.0,0,1
66634,patriciana,1.0,0,1
14094,climenes,1.0,0,1
20833,edcelma,1.0,0,1
2377,aida,0.9958434712084347,0,1
59723,milenne,1.0,0,1
71898,rovania,1.0,0,1
70175,robervania,1.0,0,1
29999,fransuelen,1.0,0,1
46771,jucieli,0.982444733420026,0,1
40453,jacema,1.0,0,1
31813,geslayne,1.0,0,1
28588,fabrise,1.0,0,1
29622,francimery,1.0,0,1
